"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
537,"ZM","Zoom Communications Inc","Technology","Software - Application","USA",25953.25,17.03,87.65,1.24%,2255296
538,"BR","Broadridge Financial Solutions, Inc","Technology","Information Technology Services","USA",27083.13,29.67,232.02,0.49%,748649
539,"ASTS","AST SpaceMobile Inc","Technology","Communication Equipment","USA",27158.30,,73.92,1.75%,13620153
540,"ALAB","Astera Labs Inc","Technology","Semiconductors","USA",27232.33,143.55,161.23,5.72%,4414063
541,"FSLR","First Solar Inc","Technology","Solar","USA",27643.65,19.78,257.61,0.13%,1911217
542,"CIEN","CIENA Corp","Technology","Communication Equipment","USA",28452.39,208.34,201.71,3.06%,2332252
543,"COHR","Coherent Corp","Technology","Scientific & Technical Instruments","USA",28568.95,261.98,181.79,2.50%,5181663
544,"ERIC","Telefonaktiebolaget L M Ericsson ADR","Technology","Communication Equipment","Sweden",29179.63,12.82,9.50,-0.21%,4477094
545,"WIT","Wipro Ltd. ADR","Technology","Information Technology Services","India",29846.62,19.04,2.85,1.06%,6223178
546,"HPE","Hewlett Packard Enterprise Co","Technology","Communication Equipment","USA",30782.77,,23.33,1.88%,47409060
547,"TER","Teradyne, Inc","Technology","Semiconductor Equipment & Materials","USA",31442.25,73.07,200.77,1.08%,2656318
548,"CRDO","Credo Technology Group Holding Ltd","Technology","Semiconductors","Cayman Islands",31798.41,153.67,176.04,-2.70%,5292226
549,"ASX","ASE Technology Holding Co.Ltd ADR","Technology","Semiconductors","Taiwan",33182.14,30.28,15.21,0.33%,3854600
550,"MDB","MongoDB Inc","Technology","Software - Infrastructure","USA",33339.69,,409.62,3.25%,2101169
551,"SNDK","Sandisk Corp","Technology","Computer Hardware","USA",33483.00,,228.47,7.11%,8451321
552,"NOK","Nokia Corp ADR","Technology","Communication Equipment","Finland",33879.77,34.69,6.07,-1.46%,17830369
553,"FIS","Fidelity National Information Services, Inc","Technology","Information Technology Services","USA",34519.93,209.95,66.66,1.68%,2777117
554,"MCHP","Microchip Technology, Inc","Technology","Semiconductors","USA",35566.81,,65.81,1.68%,11350296
555,"FISV","Fiserv, Inc","Technology","Information Technology Services","USA",35648.82,10.25,66.28,0.33%,7187612
556,"KEYS","Keysight Technologies Inc","Technology","Scientific & Technical Instruments","USA",36174.02,43.09,210.49,0.68%,1159985
557,"XYZ","Block Inc","Technology","Software - Infrastructure","USA",37134.59,12.30,61.11,-1.74%,6670947
558,"CLS","Celestica, Inc","Technology","Electronic Components","Canada",37398.35,52.76,325.09,0.71%,1395690
559,"ZS","Zscaler Inc","Technology","Software - Infrastructure","USA",38700.47,,242.68,0.34%,1772589
560,"CTSH","Cognizant Technology Solutions Corp","Technology","Information Technology Services","USA",38959.22,18.71,80.72,0.65%,3187351
561,"GRMN","Garmin Ltd","Technology","Scientific & Technical Instruments","Switzerland",39157.44,25.09,203.59,0.74%,999827
562,"PAYX","Paychex Inc","Technology","Software - Application","USA",40329.74,25.14,112.06,0.26%,2463840
563,"TEAM","Atlassian Corporation","Technology","Software - Application","USA",42077.81,,159.33,1.78%,4031029
564,"FICO","Fair Isaac Corp","Technology","Software - Application","USA",42641.43,67.75,1798.53,1.50%,137680
565,"CRWV","CoreWeave Inc","Technology","Software - Infrastructure","USA",44001.44,,88.30,2.97%,20076811
566,"MPWR","Monolithic Power System Inc","Technology","Semiconductors","USA",46147.62,24.60,963.28,1.11%,348120
567,"ROP","Roper Technologies Inc","Technology","Software - Application","USA",48174.21,30.86,447.56,0.63%,802228
568,"STRC","Strategy Inc. - VR PRF PERPETUAL USD 100 - Ser A","Technology","Software - Application","USA",51433.40,,98.19,-0.01%,561452
569,"MSTR","Strategy Inc","Technology","Software - Application","USA",51433.40,8.32,178.99,-3.77%,20750666
570,"DDOG","Datadog Inc","Technology","Software - Application","USA",53095.06,512.91,151.41,-1.04%,6441190
571,"NXPI","NXP Semiconductors NV","Technology","Semiconductors","Netherlands",57369.19,28.20,227.95,0.79%,2208907
572,"WDC","Western Digital Corp","Technology","Computer Hardware","USA",57743.37,24.62,168.89,4.90%,5815322
573,"WDAY","Workday Inc","Technology","Software - Application","USA",57849.48,92.35,219.96,1.54%,2367241
574,"STX","Seagate Technology Holdings Plc","Technology","Computer Hardware","USA",59537.87,35.79,278.79,4.95%,2863381
575,"MSI","Motorola Solutions Inc","Technology","Communication Equipment","USA",62356.53,30.04,374.39,0.78%,1934857
576,"FTNT","Fortinet Inc","Technology","Software - Infrastructure","USA",64637.89,35.79,86.92,2.04%,6172211
577,"ADSK","Autodesk Inc","Technology","Software - Application","USA",65028.88,59.55,306.74,0.29%,1558849
578,"TEL","TE Connectivity plc","Technology","Electronic Components","Ireland",68946.19,38.03,234.36,0.41%,1810438
579,"NET","Cloudflare Inc","Technology","Software - Infrastructure","USA",70390.21,,200.95,-1.57%,1744565
580,"GLW","Corning, Inc","Technology","Electronic Components","USA",73707.27,54.52,85.97,0.61%,5341123
581,"INFY","Infosys Ltd ADR","Technology","Information Technology Services","India",75073.98,22.94,18.07,-1.20%,9198260
582,"SNOW","Snowflake Inc","Technology","Software - Application","USA",77514.05,,228.79,-2.55%,11696734
583,"MRVL","Marvell Technology Inc","Technology","Semiconductors","USA",83885.57,34.63,98.91,0.73%,22219899
584,"SNPS","Synopsys, Inc","Technology","Software - Infrastructure","USA",86700.05,36.54,466.76,0.65%,1494414
585,"CDNS","Cadence Design Systems, Inc","Technology","Software - Application","USA",91876.00,87.10,337.53,0.07%,1325631
586,"DELL","Dell Technologies Inc","Technology","Computer Hardware","USA",93097.51,18.52,138.91,-0.06%,5001590
587,"ADP","Automatic Data Processing Inc","Technology","Software - Application","USA",105815.93,25.80,261.63,0.86%,2756599
588,"CRWD","Crowdstrike Holdings Inc","Technology","Software - Infrastructure","USA",129081.97,,512.03,-0.21%,2629448
589,"ADI","Analog Devices Inc","Technology","Semiconductors","USA",137734.80,61.56,281.29,1.45%,3834290
590,"PANW","Palo Alto Networks Inc","Technology","Software - Infrastructure","USA",138591.48,126.12,198.84,1.61%,4611842
591,"ADBE","Adobe Inc","Technology","Software - Application","USA",144944.44,21.57,346.26,5.33%,7650368
592,"ARM","Arm Holdings plc. ADR","Technology","Semiconductors","United Kingdom",149929.91,181.47,141.31,0.58%,2445167
593,"KLAC","KLA Corp","Technology","Semiconductor Equipment & Materials","USA",159570.75,38.13,1214.46,0.53%,681928
594,"ANET","Arista Networks Inc","Technology","Computer Hardware","USA",161931.47,48.94,128.59,0.03%,5166270
595,"ACN","Accenture plc","Technology","Information Technology Services","Ireland",165322.82,21.94,266.59,-1.02%,3785500
596,"TXN","Texas Instruments Inc","Technology","Semiconductors","USA",165860.03,33.30,182.54,1.34%,6584808
597,"SONY","Sony Group Corporation ADR","Technology","Consumer Electronics","Japan",167539.24,21.59,28.03,-0.92%,3012750
598,"APH","Amphenol Corp","Technology","Electronic Components","USA",170584.38,46.45,139.36,-0.07%,7437491
599,"NOW","ServiceNow Inc","Technology","Software - Application","USA",177263.90,103.31,854.36,1.85%,1294574
600,"QCOM","Qualcomm, Inc","Technology","Semiconductors","USA",187221.51,35.74,174.81,0.26%,8400077
601,"INTU","Intuit Inc","Technology","Software - Application","USA",187453.75,46.13,673.63,1.59%,2356470
602,"UBER","Uber Technologies Inc","Technology","Software - Application","USA",189747.46,11.72,91.32,0.36%,11154581
603,"INTC","Intel Corp","Technology","Semiconductors","USA",197525.70,3906.60,41.41,2.25%,103042015
604,"LRCX","Lam Research Corp","Technology","Semiconductor Equipment & Materials","USA",199331.96,34.97,158.70,1.02%,7834084
605,"SHOP","Shopify Inc","Technology","Software - Application","Canada",209700.39,117.96,161.08,-0.76%,5440112
606,"AMAT","Applied Materials Inc","Technology","Semiconductor Equipment & Materials","USA",213500.18,30.89,268.00,-0.53%,5373412
607,"CRM","Salesforce Inc","Technology","Software - Application","USA",248062.65,34.77,260.57,5.30%,15852440
608,"MU","Micron Technology Inc","Technology","Semiconductors","USA",266955.46,31.29,237.22,4.66%,21160980
609,"SAP","Sap SE ADR","Technology","Software - Application","Germany",281527.76,37.03,247.26,0.73%,1407630
610,"IBM","International Business Machines Corp","Technology","Information Technology Services","USA",287842.35,36.83,307.94,-0.02%,2344667
611,"CSCO","Cisco Systems, Inc","Technology","Communication Equipment","USA",308066.84,29.40,77.97,0.27%,12579353
612,"AMD","Advanced Micro Devices Inc","Technology","Semiconductors","USA",354864.21,107.72,217.97,0.92%,33292396
613,"ASML","ASML Holding NV","Technology","Semiconductor Equipment & Materials","Netherlands",426154.56,41.17,1099.47,-0.96%,1054353
614,"PLTR","Palantir Technologies Inc","Technology","Software - Infrastructure","USA",433213.67,425.07,181.76,2.16%,32079261
615,"ORCL","Oracle Corp","Technology","Software - Infrastructure","USA",620275.43,50.37,217.58,1.52%,24208687
616,"TSM","Taiwan Semiconductor Manufacturing ADR","Technology","Semiconductors","Taiwan",1528373.72,30.20,294.72,0.61%,10275297
617,"AVGO","Broadcom Inc","Technology","Semiconductors","USA",1842855.76,99.70,390.24,2.42%,24779924
618,"MSFT","Microsoft Corporation","Technology","Software - Infrastructure","USA",3591027.51,34.37,483.16,0.48%,22608710
619,"AAPL","Apple Inc","Technology","Consumer Electronics","USA",4119351.54,37.37,278.78,-0.68%,47265845
620,"NVDA","NVIDIA Corp","Technology","Semiconductors","USA",4432563.09,45.18,182.41,-0.53%,143971098
